objectid,fmr_code,fmr_areaname,fmr_0bdr,fmr_1bdr,fmr_2bdr,fmr_3bdr,fmr_4bdr,shape__area,shape__length
2120,NCNTY45005N45005,"Allendale County, SC",678,823,902,1216,1246,1522397357.9394531,240154.6467055423
2121,NCNTY45009N45009,"Bamberg County, SC",678,687,902,1183,1194,1467659030.4570312,224967.39535511873
2122,NCNTY45011N45011,"Barnwell County, SC",699,709,930,1115,1231,2070023610.1914062,215411.72679561103
2123,NCNTY45021N45021,"Cherokee County, SC",755,795,902,1135,1349,1539543825.3242188,203375.69977783744
2124,NCNTY45025N45025,"Chesterfield County, SC",678,687,902,1169,1293,3089986302.3476562,291735.87469324085
2125,NCNTY45027N45027,"Clarendon County, SC",683,687,902,1205,1380,2607850753.2265625,278343.5898429255
2126,NCNTY45029N45029,"Colleton County, SC",678,687,902,1081,1470,3956256075.5839844,465116.40738477313
2127,NCNTY45033N45033,"Dillon County, SC",758,762,902,1235,1513,1551124625.9648438,201194.06777037762
2128,NCNTY45043N45043,"Georgetown County, SC",905,918,1204,1444,1944,3161073283.7851562,538762.2525823596
2129,NCNTY45047N45047,"Greenwood County, SC",703,757,934,1135,1275,1758543294.3320312,216169.79475010085
2130,NCNTY45049N45049,"Hampton County, SC",678,720,902,1200,1411,2067362005.09375,263235.89784878626
2131,NCNTY45061N45061,"Lee County, SC",678,687,902,1111,1194,1559535955.6757812,222334.61885144873
2132,NCNTY45065N45065,"McCormick County, SC",719,729,956,1251,1320,1483614990.328125,250887.86125891397
2133,NCNTY45067N45067,"Marion County, SC",678,823,902,1197,1424,1870408272.1855469,331787.96295744996
2134,NCNTY45069N45069,"Marlboro County, SC",685,687,902,1082,1482,1860284318.3046875,235564.9409269176
2135,NCNTY45071N45071,"Newberry County, SC",747,787,994,1192,1353,2462051588.046875,270159.3909331583
2136,NCNTY45073N45073,"Oconee County, SC",712,717,941,1153,1337,2590408281.2617188,327646.31052258296
2137,NCNTY45075N45075,"Orangeburg County, SC",709,750,910,1091,1205,4206198259.1191406,446886.72323757946
2138,NCNTY45089N45089,"Williamsburg County, SC",678,687,902,1183,1310,3509034620.357422,301516.034191354
2139,NCNTY46003N46003,"Aurora County, SD",641,768,929,1289,1438,3535248290.4882812,242465.41297986516
2140,NCNTY46005N46005,"Beadle County, SD",658,728,955,1245,1472,6421494206.785156,325866.4490832826
2141,NCNTY46007N46007,"Bennett County, SD",815,901,1182,1417,1830,5803796267.4765625,315847.41634939593
2142,NCNTY46009N46009,"Bon Homme County, SD",641,762,929,1292,1558,2816627795.984375,261031.4024324443
2143,NCNTY46011N46011,"Brookings County, SD",776,781,953,1325,1599,4080468782.21875,258825.27462547077
2144,NCNTY46013N46013,"Brown County, SD",652,708,929,1168,1477,9153797658.011719,387026.56757500843
2145,NCNTY46015N46015,"Brule County, SD",641,708,929,1292,1450,4198332160.1679688,278786.07348038984
2146,NCNTY46017N46017,"Buffalo County, SD",830,918,1204,1444,1864,2448255641.1679688,216693.1299048253
2147,NCNTY46019N46019,"Butte County, SD",758,838,1099,1318,1701,11702657250.085938,475784.079783221
2148,NCNTY46021N46021,"Campbell County, SD",641,794,929,1292,1438,4102689332.5234375,293314.24786592496
2149,NCNTY46023N46023,"Charles Mix County, SD",803,807,929,1292,1558,5610142131.34375,440283.0287344181
2150,NCNTY46025N46025,"Clark County, SD",641,847,929,1144,1256,4987257164.078125,300400.1720236612
2151,NCNTY46027N46027,"Clay County, SD",641,708,929,1292,1558,2016642359.6523438,189572.61462613472
2152,NCNTY46029N46029,"Codington County, SD",747,825,1083,1319,1605,3712107931.9960938,245262.29954942164
2153,NCNTY46031N46031,"Corson County, SD",641,708,929,1186,1370,13433912600.136719,531635.35026169
2154,NCNTY46035N46035,"Davison County, SD",645,713,936,1302,1570,2164048270.4648438,187888.36114257446
2155,NCNTY46037N46037,"Day County, SD",641,751,929,1292,1438,5724836397.292969,305057.21241069626
2156,NCNTY46039N46039,"Deuel County, SD",641,708,929,1292,1438,3270506033.9492188,232454.0108786392
2157,NCNTY46041N46041,"Dewey County, SD",641,832,929,1207,1230,12736033610.292969,530459.5515359539
2158,NCNTY46043N46043,"Douglas County, SD",654,722,948,1206,1468,2127535655.203125,204104.0886578715
2159,NCNTY46045N46045,"Edmunds County, SD",641,708,929,1246,1250,6050459713.6328125,329833.32494012447
2160,NCNTY46047N46047,"Fall River County, SD",794,878,1152,1381,1783,8540054995.5703125,380344.70233111375
2161,NCNTY46049N46049,"Faulk County, SD",655,724,950,1209,1471,5223451740.2890625,300167.2586750415
2162,NCNTY46051N46051,"Grant County, SD",641,708,929,1292,1438,3582826782.8007812,279683.6267956681
2163,NCNTY46053N46053,"Gregory County, SD",641,749,929,1242,1438,5135807755.285156,353043.8369935795
2164,NCNTY46055N46055,"Haakon County, SD",654,722,948,1206,1468,9237839682.453125,475127.0018622485
2165,NCNTY46057N46057,"Hamlin County, SD",641,708,929,1225,1230,2756068323.9375,216660.1542580061
2166,NCNTY46059N46059,"Hand County, SD",641,788,929,1292,1438,7345409948.082031,355439.50109926536
2167,NCNTY46061N46061,"Hanson County, SD",641,824,929,1292,1438,2156169532.8125,187699.9934218214
2168,NCNTY46063N46063,"Harding County, SD",654,722,948,1206,1468,14158032970.839844,478178.1298868256
2169,NCNTY46065N46065,"Hughes County, SD",713,832,1034,1308,1601,4061794088.7304688,342512.82371605764
2170,NCNTY46067N46067,"Hutchinson County, SD",641,708,929,1210,1230,3988685489.3046875,259314.42485446198
2171,NCNTY46069N46069,"Hyde County, SD",654,722,948,1206,1468,4417966085.308594,300667.0062247592
2172,NCNTY46071N46071,"Jackson County, SD",641,826,929,1182,1365,9273782282.277344,456886.24172227347
2173,NCNTY46073N46073,"Jerauld County, SD",654,722,948,1206,1468,2672377048.4179688,213101.41717195415
2174,NCNTY46075N46075,"Jones County, SD",641,708,929,1182,1438,4854411574.378906,399130.58074606553
2175,NCNTY46077N46077,"Kingsbury County, SD",656,725,951,1140,1472,4378671039.378906,269781.8320900874
2176,NCNTY46079N46079,"Lake County, SD",669,739,970,1163,1627,2881707812.5,214483.80297351244
2177,NCNTY46081N46081,"Lawrence County, SD",721,797,1046,1455,1755,4055520692.5,308859.48616893514
2178,NCNTY46085N46085,"Lyman County, SD",648,716,940,1127,1455,8515984631.2421875,587146.1992292195
2179,NCNTY46089N46089,"McPherson County, SD",641,710,929,1182,1438,6127873442.2265625,332037.8493586893
2180,NCNTY46091N46091,"Marshall County, SD",641,708,929,1281,1438,4714731950.25,286688.477722685
2181,NCNTY46095N46095,"Mellette County, SD",654,722,948,1206,1468,6472255989.832031,487475.8496468294
2182,NCNTY46097N46097,"Miner County, SD",641,708,929,1182,1438,2865466754.25,214194.84322323688
2183,NCNTY46101N46101,"Moody County, SD",641,708,929,1243,1438,2609357368.6914062,204733.93596882207
2184,NCNTY46102N46102,Oglala Lakota County,641,708,929,1282,1511,10267473523.925781,424761.57484754664
2185,NCNTY46105N46105,"Perkins County, SD",641,722,929,1212,1438,15229836295.523438,500914.39826144633
2186,NCNTY46107N46107,"Potter County, SD",736,813,1067,1358,1652,4665538002.636719,298459.40670574753
2187,NCNTY46109N46109,"Roberts County, SD",641,799,929,1234,1558,6014828399.2890625,398082.8972537627
2188,NCNTY46111N46111,"Sanborn County, SD",641,766,929,1292,1438,2858238740.3789062,214257.41466468092
2189,NCNTY46115N46115,"Spink County, SD",641,777,929,1114,1537,7803888355.246094,356502.2467103747
2190,NCNTY46117N46117,"Stanley County, SD",713,788,1034,1316,1601,7702210495.3046875,477136.2085461506
2191,NCNTY46119N46119,"Sully County, SD",654,722,948,1206,1468,5489537235.234375,343745.37892686046
2192,NCNTY46121N46121,"Todd County, SD",641,840,929,1292,1438,6780475147.613281,348856.9038679927
2193,NCNTY46123N46123,"Tripp County, SD",641,708,929,1251,1438,7924542135.8203125,450004.66948419844
2194,NCNTY46129N46129,"Walworth County, SD",676,747,980,1175,1470,3915624085.7226562,271309.2357722242
2195,NCNTY46135N46135,"Yankton County, SD",641,811,929,1292,1438,2579314068.6835938,221285.05334345254
2196,NCNTY46137N46137,"Ziebach County, SD",641,708,929,1114,1230,10201232628.183594,521794.9690466264
2197,NCNTY47003N47003,"Bedford County, TN",796,928,1017,1414,1641,1860078010.171875,230137.07943628478
2198,NCNTY47005N47005,"Benton County, TN",700,705,925,1286,1402,1732892701.6796875,247138.269314132
2199,NCNTY47007N47007,"Bledsoe County, TN",738,743,975,1169,1636,1597314605.6132812,216492.80055698744
2200,NCNTY47017N47017,"Carroll County, TN",724,746,925,1151,1480,2378025741.546875,222615.08097848823
2201,NCNTY47025N47025,"Claiborne County, TN",724,844,925,1155,1277,1772740345.9257812,236176.74752403292
2202,NCNTY47027N47027,"Clay County, TN",700,705,925,1286,1289,1042902441.2460938,189514.69831490645
2203,NCNTY47029N47029,"Cocke County, TN",643,742,925,1209,1225,1753634835.2148438,238872.5025444869
2204,NCNTY47031N47031,"Coffee County, TN",775,780,959,1281,1363,1701473342.9296875,247121.45322543816
2205,NCNTY47035N47035,"Cumberland County, TN",719,723,942,1304,1354,2712223707.1875,252908.59662946768
2206,NCNTY47039N47039,"Decatur County, TN",724,736,925,1286,1289,1354133331.6835938,209753.92872115952
2207,NCNTY47041N47041,"DeKalb County, TN",722,726,953,1143,1532,1303910075.4414062,214865.8089633689
2208,NCNTY47045N47045,"Dyer County, TN",724,778,925,1220,1225,2089672440.2304688,233519.87050855352
2209,NCNTY47049N47049,"Fentress County, TN",700,705,925,1204,1290,1997630681.1679688,236826.0446781836
2210,NCNTY47051N47051,"Franklin County, TN",742,747,980,1307,1622,2235849532.6601562,231904.57546053798
2211,NCNTY47055N47055,"Giles County, TN",758,763,1001,1200,1395,2376169048.8945312,240078.04847216074
2212,NCNTY47059N47059,"Greene County, TN",638,797,925,1279,1420,2485948452.1484375,254514.81848933897
2213,NCNTY47061N47061,"Grundy County, TN",724,844,925,1162,1289,1410395883.453125,178707.48497904223
2214,NCNTY47067N47067,"Hancock County, TN",724,844,925,1109,1225,898040160.0117188,193268.2871048289
2215,NCNTY47069N47069,"Hardeman County, TN",700,705,925,1286,1348,2606635309.1914062,205058.4062846917
2216,NCNTY47071N47071,"Hardin County, TN",700,705,925,1220,1225,2318092532.7304688,217522.29820405468
2217,NCNTY47075N47075,"Haywood County, TN",700,705,925,1226,1417,2095883494.09375,213988.42447006318
2218,NCNTY47077N47077,"Henderson County, TN",724,742,925,1178,1289,2067430522.1171875,205024.11380949107
2219,NCNTY47079N47079,"Henry County, TN",719,723,949,1138,1322,2372926532.5,240884.0332760401
2220,NCNTY47083N47083,"Houston County, TN",724,726,925,1253,1552,826693539.390625,145466.53911809364
2221,NCNTY47085N47085,"Humphreys County, TN",723,728,955,1189,1331,2209835970.75,223514.7703318953
2222,NCNTY47087N47087,"Jackson County, TN",700,705,925,1217,1289,1278621588.4765625,177641.22930484847
2223,NCNTY47091N47091,"Johnson County, TN",724,844,925,1273,1289,1214219182.8046875,194684.41876418173
2224,NCNTY47095N47095,"Lake County, TN",700,705,925,1174,1289,775420176.046875,182171.4871780145
2225,NCNTY47097N47097,"Lauderdale County, TN",706,710,925,1239,1474,1982222737.5429688,355720.77035108884
2226,NCNTY47099N47099,"Lawrence County, TN",711,716,939,1126,1243,2403521485.7929688,234538.25839072833
2227,NCNTY47101N47101,"Lewis County, TN",724,844,925,1286,1552,1107064144.4882812,186407.8403469929
2228,NCNTY47103N47103,"Lincoln County, TN",724,844,925,1286,1289,2215519522.0039062,228870.8595334421
2229,NCNTY47107N47107,"McMinn County, TN",725,845,926,1151,1226,1689428685.4140625,211673.28085922258
2230,NCNTY47109N47109,"McNairy County, TN",724,742,925,1286,1442,2189803963.0546875,207556.9901834598
2231,NCNTY47117N47117,"Marshall County, TN",788,793,1041,1373,1378,1472039071.2695312,230293.22862298242
2232,NCNTY47121N47121,"Meigs County, TN",700,705,925,1227,1289,848772492.8164062,226789.56647296477
2233,NCNTY47123N47123,"Monroe County, TN",684,764,925,1220,1225,2552154468.1953125,317887.3231820665
2234,NCNTY47127N47127,"Moore County, TN",724,742,925,1282,1289,508060866.3828125,199703.24497719022
2235,NCNTY47131N47131,"Obion County, TN",722,727,925,1187,1225,2222637221.8671875,232255.24963681583
2236,NCNTY47133N47133,"Overton County, TN",724,742,925,1165,1225,1739419543.7734375,196475.04549104927
2237,NCNTY47135N47135,"Perry County, TN",724,818,925,1109,1340,1661953202.5351562,219023.22549715659
2238,NCNTY47137N47137,"Pickett County, TN",725,730,958,1149,1335,701822882.3398438,183409.27283294866
2239,NCNTY47141N47141,"Putnam County, TN",752,818,1014,1409,1557,1602015644.5,303432.575337908
2240,NCNTY47143N47143,"Rhea County, TN",700,705,925,1220,1225,1321323304.5898438,216998.99560555496
2241,NCNTY47151N47151,"Scott County, TN",724,762,925,1159,1552,2137592547.8476562,241704.31506040698
2242,NCNTY47155N47155,"Sevier County, TN",883,973,1159,1522,1535,2357383211.8867188,265761.73162748886
2243,NCNTY47175N47175,"Van Buren County, TN",700,705,925,1198,1289,1080394971.15625,169225.78346121454
2244,NCNTY47177N47177,"Warren County, TN",730,735,964,1156,1276,1707368223.1953125,197661.94037386286
2245,NCNTY47181N47181,"Wayne County, TN",700,705,925,1109,1289,2862782811.5703125,249443.19063314665
2246,NCNTY47183N47183,"Weakley County, TN",705,710,925,1119,1552,2324490923.0273438,244040.67749076572
2247,NCNTY47185N47185,"White County, TN",751,756,992,1240,1579,1501801523.5,227185.78344956113
2248,NCNTY48001N48001,"Anderson County, TX",895,901,1117,1339,1686,3878088335.734375,441115.4528840201
2249,NCNTY48003N48003,"Andrews County, TX",1108,1300,1425,1709,2097,5457937588.4453125,304887.57437248866
2250,NCNTY48005N48005,"Angelina County, TX",876,892,1021,1365,1414,3074369842.7148438,404227.72919408535
2251,NCNTY48017N48017,"Bailey County, TX",756,778,973,1266,1432,3131814969.3398438,226955.76008582654
2252,NCNTY48023N48023,"Baylor County, TX",737,742,973,1353,1432,3374037728.7226562,232386.06520214237
2253,NCNTY48025N48025,"Bee County, TX",897,903,1185,1467,1569,2958508624.2734375,265729.4770396197
2254,NCNTY48031N48031,"Blanco County, TX",884,889,1167,1623,1717,2485262175.2890625,204294.8426795278
2255,NCNTY48033N48033,"Borden County, TX",789,811,1015,1321,1493,3326401315.0195312,230859.85706432883
2256,NCNTY48043N48043,"Brewster County, TX",772,808,993,1381,1461,21375708486.070312,727753.2581131244
2257,NCNTY48045N48045,"Briscoe County, TX",789,811,1015,1321,1493,3448864815.8085938,234822.32719213038
2258,NCNTY48047N48047,"Brooks County, TX",756,778,973,1353,1432,3092470603.4726562,241987.64775314025
2259,NCNTY48049N48049,"Brown County, TX",792,823,1080,1362,1619,3439746158.2070312,255916.84732770716
2260,NCNTY48053N48053,"Burnet County, TX",969,997,1247,1645,1651,3597482847.015625,297028.8583783807
2261,NCNTY48057N48057,"Calhoun County, TX",756,888,973,1353,1432,1834351271.4941406,1137176.173737529
2262,NCNTY48063N48063,"Camp County, TX",749,754,973,1353,1432,749963447.0039062,168397.7483835639
2263,NCNTY48067N48067,"Cass County, TX",737,742,973,1328,1432,3552013928.53125,329041.43706719263
2264,NCNTY48069N48069,"Castro County, TX",795,801,1050,1259,1545,3440121116.5351562,234959.33069652723
2265,NCNTY48073N48073,"Cherokee County, TX",751,756,984,1362,1448,3823105861.0039062,441468.6313625365
2266,NCNTY48075N48075,"Childress County, TX",816,853,1049,1409,1543,2730173401.5742188,210792.0620992161
2267,NCNTY48081N48081,"Coke County, TX",737,742,973,1234,1432,3343815466.46875,233203.05694288196
2268,NCNTY48083N48083,"Coleman County, TX",797,803,1053,1263,1549,4605993407.019531,329106.780797401
2269,NCNTY48087N48087,"Collingsworth County, TX",756,778,973,1266,1432,3553627199.1367188,238582.41713074304
2270,NCNTY48089N48089,"Colorado County, TX",892,917,1147,1375,1688,3348582366.2382812,283756.27145990875
2271,NCNTY48093N48093,"Comanche County, TX",737,742,973,1353,1432,3419153127.3554688,250873.23905800685
2272,NCNTY48095N48095,"Concho County, TX",896,922,1153,1500,1696,3538017202.4960938,261025.67675004777
2273,NCNTY48097N48097,"Cooke County, TX",955,961,1261,1552,1719,3366188193.2695312,359925.7876597257
2274,NCNTY48101N48101,"Cottle County, TX",789,811,1015,1321,1493,3412395814.5546875,247933.32917015778
2275,NCNTY48103N48103,"Crane County, TX",762,783,980,1275,1442,2803567309.7617188,295048.18394461926
2276,NCNTY48105N48105,"Crockett County, TX",789,811,1015,1321,1493,9870994016.726562,600876.4270546668
2277,NCNTY48109N48109,"Culberson County, TX",789,811,1015,1321,1493,13608921936.835938,499816.8276657841
2278,NCNTY48111N48111,"Dallam County, TX",910,1067,1170,1558,1721,6010577497.1015625,318615.11642830924
2279,NCNTY48115N48115,"Dawson County, TX",818,823,1080,1295,1589,3311911232.640625,230254.8472150304
2280,NCNTY48117N48117,"Deaf Smith County, TX",738,855,1070,1283,1604,5791978268.816406,313258.0023663112
2281,NCNTY48119N48119,"Delta County, TX",756,808,973,1345,1359,1035237293.8359375,284675.9127671336
2282,NCNTY48123N48123,"DeWitt County, TX",887,912,1141,1368,1679,3098633457.296875,243611.6958563236
2283,NCNTY48125N48125,"Dickens County, TX",756,778,973,1167,1432,3389599677.4921875,233072.6205189652
2284,NCNTY48127N48127,"Dimmit County, TX",756,888,973,1353,1432,4485270431.355469,272513.5164925192
2285,NCNTY48129N48129,"Donley County, TX",756,778,973,1178,1376,3606729331.3515625,240333.34540304655
2286,NCNTY48131N48131,"Duval County, TX",789,811,1015,1321,1493,5953247008.162109,331775.1182059688
2287,NCNTY48133N48133,"Eastland County, TX",756,862,973,1353,1632,3390051576.2070312,236342.7382796538
2288,NCNTY48137N48137,"Edwards County, TX",789,811,1015,1321,1493,7342875354.425781,397818.3682145447
2289,NCNTY48143N48143,"Erath County, TX",893,899,1179,1640,1913,3956581319.5117188,256317.76724564424
2290,NCNTY48147N48147,"Fannin County, TX",679,751,985,1370,1652,3364107479.65625,280917.6348737467
2291,NCNTY48149N48149,"Fayette County, TX",771,882,1019,1388,1597,3317580315.0507812,241137.47473237052
2292,NCNTY48151N48151,"Fisher County, TX",751,755,973,1167,1432,3310555581.921875,230096.43477431173
2293,NCNTY48153N48153,"Floyd County, TX",737,742,973,1167,1432,3755998495.9453125,245562.9896988302
2294,NCNTY48155N48155,"Foard County, TX",745,750,973,1266,1432,2671965323.7929688,291134.6019827918
2295,NCNTY48159N48159,"Franklin County, TX",861,885,1107,1327,1629,1092713243.0859375,177867.17909302245
2296,NCNTY48161N48161,"Freestone County, TX",737,742,973,1298,1432,3201482337.9960938,298707.61071460287
2297,NCNTY48163N48163,"Frio County, TX",846,870,1088,1416,1601,3844692112.4179688,249239.7817044542
2298,NCNTY48165N48165,"Gaines County, TX",756,832,973,1167,1432,5517073141.4765625,306845.1335954034
2299,NCNTY48171N48171,"Gillespie County, TX",1089,1096,1438,1806,2116,3702260649.5976562,252405.55085358844
2300,NCNTY48173N48173,"Glasscock County, TX",789,811,1015,1321,1493,3245537969.8828125,227900.8246419159
2301,NCNTY48177N48177,"Gonzales County, TX",671,742,973,1353,1396,3667514308.2734375,253316.4468860847
2302,NCNTY48179N48179,"Gray County, TX",785,790,1037,1243,1373,3630758515.109375,241019.6290957826
2303,NCNTY48185N48185,"Grimes County, TX",830,853,1067,1287,1570,2808171278.6757812,295837.19449099194
2304,NCNTY48189N48189,"Hale County, TX",671,888,973,1304,1477,3802197006.7773438,247069.20161512145
2305,NCNTY48191N48191,"Hall County, TX",746,751,973,1353,1432,3458567177.1484375,235277.27924344587
2306,NCNTY48193N48193,"Hamilton County, TX",737,742,973,1309,1432,3001922772.8476562,236534.2656768268
2307,NCNTY48195N48195,"Hansford County, TX",843,848,1113,1379,1474,3675502543.1054688,242479.74591954186
2308,NCNTY48197N48197,"Hardeman County, TX",737,742,973,1220,1432,2650687195.0039062,243701.11026756818
2309,NCNTY48205N48205,"Hartley County, TX",878,902,1129,1489,1495,5778691147.761719,313774.0571849297
2310,NCNTY48207N48207,"Haskell County, TX",756,778,973,1353,1550,3374578724.7734375,232300.39594057758
2311,NCNTY48211N48211,"Hemphill County, TX",756,778,973,1353,1432,3602410071.0039062,240202.53730913743
2312,NCNTY48213N48213,"Henderson County, TX",754,830,1009,1328,1494,3441451463.5820312,361757.2212446438
2313,NCNTY48217N48217,"Hill County, TX",705,802,1023,1397,1716,3559624579.7851562,306769.83825270657
2314,NCNTY48221N48221,"Hood County, TX",1098,1237,1412,1693,2196,1592758572.90625,166570.54404478526
2315,NCNTY48223N48223,"Hopkins County, TX",910,952,1115,1471,1476,2937100093.4375,281677.08338506985
2316,NCNTY48225N48225,"Houston County, TX",740,745,978,1204,1295,4401985407.90625,373815.056663602
2317,NCNTY48227N48227,"Howard County, TX",918,924,1173,1406,1726,3287753843.1914062,229339.61029005982
2318,NCNTY48233N48233,"Hutchinson County, TX",737,742,973,1353,1632,3534680452.2304688,237913.07529933282
2319,NCNTY48237N48237,"Jack County, TX",756,888,973,1353,1432,3415406304.6640625,235378.4384743618
2320,NCNTY48239N48239,"Jackson County, TX",822,940,1057,1267,1555,2889979200.5351562,302368.7164016937
2321,NCNTY48241N48241,"Jasper County, TX",756,838,973,1221,1432,3411070236.7421875,449751.2554748183
2322,NCNTY48243N48243,"Jeff Davis County, TX",789,811,1015,1321,1493,7961422472.691406,395060.0161017304
2323,NCNTY48247N48247,"Jim Hogg County, TX",756,778,973,1167,1432,3724330143.517578,269164.4957036487
2324,NCNTY48249N48249,"Jim Wells County, TX",737,742,973,1289,1432,2882255403.0664062,293051.928437977
2325,NCNTY48255N48255,"Karnes County, TX",876,968,1270,1523,1869,2555877224.9296875,233859.41562084845
2326,NCNTY48261N48261,"Kenedy County, TX",789,811,1015,1321,1493,4685276008.292969,1645885.0620935333
2327,NCNTY48263N48263,"Kent County, TX",789,811,1015,1321,1493,3347591267.328125,230644.84062130805
2328,NCNTY48265N48265,"Kerr County, TX",869,965,1118,1475,1523,3841432786.2929688,304590.5563427961
2329,NCNTY48267N48267,"Kimble County, TX",737,742,973,1340,1432,4378035620.988281,290302.279607979
2330,NCNTY48269N48269,"King County, TX",789,811,1015,1321,1493,3419999514.0429688,233914.72294339616
2331,NCNTY48271N48271,"Kinney County, TX",789,811,1015,1321,1493,4669433507.7109375,287756.57372574584
2332,NCNTY48273N48273,"Kleberg County, TX",914,953,1238,1484,1822,2910797498.875,771423.5832330387
2333,NCNTY48275N48275,"Knox County, TX",756,778,973,1266,1432,3202574183.359375,262919.44310622517
2334,NCNTY48277N48277,"Lamar County, TX",756,785,973,1294,1329,3498077437.25,330129.69580841385
2335,NCNTY48279N48279,"Lamb County, TX",737,742,973,1313,1632,3850994682.4257812,248594.72624866638
2336,NCNTY48283N48283,"La Salle County, TX",789,811,1015,1321,1493,5014863357.484375,283536.27586378413
2337,NCNTY48285N48285,"Lavaca County, TX",820,886,1055,1265,1770,3322009809.703125,228659.42827837128
2338,NCNTY48287N48287,"Lee County, TX",887,912,1141,1430,1540,2210915129.03125,267315.1073581265
2339,NCNTY48289N48289,"Leon County, TX",773,778,973,1283,1288,3845088909.0820312,349693.77373090124
2340,NCNTY48293N48293,"Limestone County, TX",737,742,973,1231,1432,3337911659.1289062,233201.569866895
2341,NCNTY48295N48295,"Lipscomb County, TX",756,778,973,1270,1432,3723135594.5507812,244133.2963085766
2342,NCNTY48297N48297,"Live Oak County, TX",782,787,1033,1314,1547,3621298574.59375,276163.6821850526
2343,NCNTY48299N48299,"Llano County, TX",839,845,1097,1526,1665,3394820334.78125,273497.9164968596
2344,NCNTY48301N48301,"Loving County, TX",789,811,1015,1321,1493,2435670587.5664062,254885.30941715228
2345,NCNTY48307N48307,"McCulloch County, TX",812,863,1045,1360,1538,3811711957.3046875,298788.31034649705
2346,NCNTY48311N48311,"McMullen County, TX",789,811,1015,1321,1493,3882875455.6679688,253408.8615738054
2347,NCNTY48313N48313,"Madison County, TX",737,742,973,1353,1432,1669440356.4921875,233713.8829366259
2348,NCNTY48315N48315,"Marion County, TX",756,778,973,1238,1432,1544991291.75,237614.93657742089
2349,NCNTY48319N48319,"Mason County, TX",796,819,1024,1333,1507,3277389715.6328125,230187.20920933274
2350,NCNTY48321N48321,"Matagorda County, TX",912,960,1173,1498,1911,3865067926.890625,917668.7418224724
2351,NCNTY48327N48327,"Menard County, TX",756,778,973,1353,1432,3183344411.6601562,238457.03044933054
2352,NCNTY48331N48331,"Milam County, TX",785,790,1037,1302,1626,3594327376.78125,275316.6892973035
2353,NCNTY48333N48333,"Mills County, TX",756,888,973,1353,1432,2679077312.0,291087.5641337416
2354,NCNTY48335N48335,"Mitchell County, TX",826,831,1091,1420,1605,3330323098.8789062,230951.45239283747
2355,NCNTY48337N48337,"Montague County, TX",820,856,1055,1467,1552,3518152106.7070312,266682.73119394237
2356,NCNTY48341N48341,"Moore County, TX",786,791,1038,1305,1527,3592406217.6796875,239711.6297392653
2357,NCNTY48343N48343,"Morris County, TX",756,778,973,1254,1632,957668007.0234375,192656.94731482843
2358,NCNTY48345N48345,"Motley County, TX",756,778,973,1167,1432,3745896925.125,245229.1404672067
2359,NCNTY48347N48347,"Nacogdoches County, TX",850,893,1067,1279,1696,3514167429.7773438,483011.10539244546
2360,NCNTY48349N48349,"Navarro County, TX",775,863,1055,1467,1552,3926573277.375,293811.9265463921
2361,NCNTY48351N48351,"Newton County, TX",756,778,973,1353,1594,3308532466.921875,420952.47003036394
2362,NCNTY48353N48353,"Nolan County, TX",774,810,995,1384,1669,3322983907.15625,230340.41048435235
2363,NCNTY48357N48357,"Ochiltree County, TX",776,798,998,1280,1468,3666770184.6523438,242296.19881488496
2364,NCNTY48363N48363,"Palo Pinto County, TX",820,825,1068,1397,1792,3618879436.359375,244912.20115676083
2365,NCNTY48365N48365,"Panola County, TX",753,758,995,1235,1434,2977028004.9101562,248129.22903940553
2366,NCNTY48369N48369,"Parmer County, TX",823,828,1087,1303,1698,3386241459.421875,232722.3772451341
2367,NCNTY48371N48371,"Pecos County, TX",756,888,973,1353,1432,16773841954.695312,734647.837194653
2368,NCNTY48373N48373,"Polk County, TX",849,855,1122,1345,1651,3907264553.4921875,333467.40761361516
2369,NCNTY48377N48377,"Presidio County, TX",789,811,1015,1321,1493,13359649776.878906,640106.3229069116
2370,NCNTY48379N48379,"Rains County, TX",756,888,973,1353,1632,952918762.2578125,163698.1802668571
2371,NCNTY48383N48383,"Reagan County, TX",789,811,1015,1321,1493,4190653099.265625,261482.86970788744
2372,NCNTY48385N48385,"Real County, TX",812,953,1045,1360,1538,2417614243.6601562,223244.68665706334
2373,NCNTY48387N48387,"Red River County, TX",671,778,973,1353,1632,3957323922.0039062,429932.2850428966
2374,NCNTY48389N48389,"Reeves County, TX",842,988,1083,1299,1593,9406548700.195312,559024.0842837713
2375,NCNTY48391N48391,"Refugio County, TX",756,778,973,1353,1432,2607428160.1171875,512059.665615594
2376,NCNTY48393N48393,"Roberts County, TX",789,811,1015,1321,1493,3650025705.0585938,241762.48352785653
2377,NCNTY48399N48399,"Runnels County, TX",809,815,1069,1282,1573,3804332107.8320312,246826.8555696649
2378,NCNTY48403N48403,"Sabine County, TX",737,742,973,1167,1432,2053784555.8554688,243451.57271425845
2379,NCNTY48405N48405,"San Augustine County, TX",789,811,1015,1321,1493,2111872297.6601562,308379.78540293727
2380,NCNTY48411N48411,"San Saba County, TX",781,786,1031,1288,1517,4039131734.0820312,374605.87145230494
2381,NCNTY48413N48413,"Schleicher County, TX",756,778,973,1266,1432,4625029842.6328125,286127.7533602983
2382,NCNTY48415N48415,"Scurry County, TX",862,1012,1109,1528,1588,3332072379.9921875,230615.21721395332
